,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
1542,id1983599,1,2016-04-13 07:42:22,2016-04-13 07:58:48,1,-73.9265365600586,40.765522003173835,-73.9682388305664,40.75128555297852,N,986
1543,id2521968,2,2016-02-06 14:34:26,2016-02-06 14:58:04,2,-73.98255920410156,40.77194213867188,-74.00502014160156,40.73183822631836,N,1418
1544,id0928834,1,2016-04-13 22:19:03,2016-04-13 22:35:11,2,-73.99359130859375,40.721378326416016,-73.99747467041014,40.69551467895508,N,968
1545,id0944060,2,2016-06-02 17:57:06,2016-06-02 18:18:59,1,-73.97409057617188,40.763198852539055,-73.98255920410156,40.774444580078125,N,1313
1546,id0767725,1,2016-05-19 14:56:44,2016-05-19 15:06:14,1,-74.00572204589844,40.73823928833008,-73.9920883178711,40.73549270629882,N,570
1547,id2319437,1,2016-04-27 13:26:46,2016-04-27 13:45:04,1,-74.00381469726561,40.73202896118164,-73.95664978027344,40.713409423828125,N,1098
1548,id1383635,2,2016-04-07 19:41:19,2016-04-07 19:50:09,5,-73.9891586303711,40.73979949951172,-73.97369384765625,40.747989654541016,N,530
1549,id2935220,1,2016-05-15 11:31:52,2016-05-15 11:43:10,1,-73.99652099609375,40.72541427612305,-73.99351501464844,40.69004821777344,N,678
1550,id1337326,1,2016-05-20 17:14:16,2016-05-20 17:44:34,2,-73.94490051269531,40.808792114257805,-73.98054504394531,40.761531829833984,N,1818
1551,id0283282,2,2016-04-30 23:06:52,2016-04-30 23:14:18,1,-73.98783874511719,40.73224258422852,-73.99542999267578,40.743919372558594,N,446
1552,id0624186,2,2016-03-20 10:24:43,2016-03-20 10:27:54,1,-74.00231170654298,40.726470947265625,-74.01045227050781,40.72013854980469,N,191
1553,id1097627,2,2016-04-14 22:38:17,2016-04-14 22:48:33,1,-73.97795867919923,40.725467681884766,-74.00639343261719,40.70857238769531,N,616
1554,id1649909,2,2016-01-06 12:48:11,2016-01-06 13:04:38,1,-73.98648834228516,40.77790069580078,-73.96443939208984,40.77167510986328,N,987
1555,id2182053,2,2016-03-02 07:48:15,2016-03-02 08:10:58,3,-73.99542236328125,40.68788146972656,-73.9730224609375,40.75422286987305,N,1363
1556,id1181547,2,2016-03-30 00:55:28,2016-03-30 01:03:42,1,-74.00057220458984,40.72988510131836,-73.98056030273438,40.746463775634766,N,494
1557,id2536948,1,2016-01-30 14:11:34,2016-01-30 14:26:01,1,-73.989013671875,40.731101989746094,-73.96903991699219,40.75522613525391,N,867
1558,id1416074,2,2016-03-10 13:34:52,2016-03-10 13:49:16,1,-73.97357940673827,40.78973007202149,-73.9748306274414,40.79029083251953,N,864
1559,id3566418,1,2016-06-24 11:10:23,2016-06-24 11:32:02,2,-73.99446868896483,40.75038909912109,-73.96891784667967,40.760372161865234,N,1299
1560,id1228222,1,2016-03-09 11:06:15,2016-03-09 11:18:56,3,-73.99317932128906,40.74132537841797,-73.9853286743164,40.75952911376953,N,761
1561,id0445877,2,2016-05-19 10:24:20,2016-05-19 10:32:50,1,-73.98478698730467,40.736454010009766,-73.97520446777344,40.747913360595696,N,510
1562,id2203808,1,2016-06-10 20:54:02,2016-06-10 20:57:13,2,-73.97533416748048,40.76148223876953,-73.98345947265625,40.75002670288086,N,191
1563,id1530556,2,2016-02-04 09:18:07,2016-02-04 09:35:01,2,-73.99329376220702,40.752872467041016,-73.98772430419923,40.770111083984375,N,1014
1564,id3114699,2,2016-06-08 09:35:10,2016-06-08 09:59:05,3,-73.99535369873048,40.68814468383789,-74.00271606445312,40.71816635131836,N,1435
1565,id1039417,1,2016-03-17 10:30:51,2016-03-17 10:33:51,1,-74.0042724609375,40.71309661865234,-74.0077133178711,40.71453857421875,N,180
1566,id2176844,2,2016-01-12 13:14:34,2016-01-12 13:24:28,1,-73.98987579345702,40.74692535400391,-73.99301147460938,40.75273132324219,N,594
1567,id3315494,2,2016-01-04 15:09:16,2016-01-04 15:28:40,3,-73.97270965576173,40.79091644287109,-73.96469116210938,40.76716995239258,N,1164
1568,id3267154,1,2016-03-14 20:08:12,2016-03-14 20:19:54,1,-73.9700698852539,40.78955078125,-73.95024871826173,40.77640151977539,N,702
1569,id0025094,2,2016-06-27 10:38:23,2016-06-27 10:49:00,3,-74.01569366455078,40.7114486694336,-74.01045227050781,40.730762481689446,N,637
1570,id2843664,1,2016-02-06 15:27:14,2016-02-06 15:28:01,1,-73.98494720458984,40.751949310302734,-73.98355865478516,40.75155258178711,N,47
1571,id2186224,2,2016-02-06 22:12:03,2016-02-06 22:25:48,1,-73.99371337890625,40.74162292480469,-73.99012756347656,40.768081665039055,N,825
1572,id3683408,1,2016-05-08 10:24:38,2016-05-08 10:43:51,1,-73.95378875732422,40.7750129699707,-74.0020751953125,40.75098419189453,N,1153
1573,id1571463,1,2016-05-19 23:44:10,2016-05-20 00:14:38,1,-74.00298309326173,40.728042602539055,-73.93568420410156,40.68346786499024,N,1828
1574,id3486120,1,2016-02-11 10:02:43,2016-02-11 10:38:51,1,-74.01020812988281,40.70994186401367,-73.9852294921875,40.75972366333008,N,2168
1575,id1584169,1,2016-02-18 10:16:28,2016-02-18 10:34:12,1,-73.98149871826173,40.75859832763672,-74.00099945068358,40.74629974365234,N,1064
1576,id0273291,2,2016-04-05 12:36:20,2016-04-05 12:58:37,2,-73.98204803466798,40.75704956054688,-73.95448303222656,40.76742935180664,N,1337
1577,id3528245,1,2016-05-13 15:38:29,2016-05-13 16:00:21,1,-73.95919799804686,40.77156066894531,-73.97606658935547,40.74467086791992,N,1312
1578,id0090483,2,2016-03-12 20:11:48,2016-03-12 20:13:12,1,-73.977783203125,40.745990753173835,-73.9742431640625,40.75131607055664,N,84
1579,id3272308,1,2016-02-25 22:37:56,2016-02-25 22:44:02,1,-73.96430206298828,40.77352142333984,-73.9403076171875,40.80562973022461,N,366
1580,id0526486,1,2016-05-09 19:52:31,2016-05-09 19:59:58,1,-73.97522735595702,40.76165008544922,-73.96824645996092,40.75566101074219,N,447
1581,id2621910,2,2016-02-09 23:40:31,2016-02-09 23:57:25,1,-73.98990631103516,40.75663375854492,-73.92875671386719,40.86443328857422,N,1014
1582,id1678263,2,2016-03-10 10:43:18,2016-03-10 10:52:11,5,-73.98223114013672,40.7489013671875,-73.97222900390625,40.754199981689446,N,533
1583,id1513384,2,2016-06-05 09:54:09,2016-06-05 10:02:43,1,-73.97637939453125,40.75904083251953,-73.98861694335938,40.74271011352539,N,514
1584,id0892671,1,2016-05-11 21:17:38,2016-05-11 21:22:09,1,-73.98202514648438,40.77710723876953,-73.97474670410156,40.787796020507805,N,271
1585,id0800363,2,2016-03-04 01:52:45,2016-03-04 02:00:50,3,-73.99260711669923,40.71871948242188,-73.96204376220702,40.71321105957031,N,485
1586,id1491328,2,2016-03-04 21:34:51,2016-03-04 21:44:42,5,-73.96572875976561,40.76686096191406,-73.95513916015625,40.785690307617195,N,591
1587,id3416268,2,2016-05-24 06:43:20,2016-05-24 06:47:59,1,-73.95487213134764,40.767520904541016,-73.96337127685547,40.77518844604492,N,279
1588,id0998516,2,2016-05-15 19:09:40,2016-05-15 19:26:11,4,-73.9923095703125,40.75168991088867,-73.96630859375,40.75809860229492,N,991
1589,id3639134,2,2016-06-11 19:09:27,2016-06-11 19:22:19,1,-73.98466491699219,40.748046875,-73.9854736328125,40.757808685302734,N,772
1590,id3050329,1,2016-06-07 21:17:49,2016-06-07 21:19:32,1,-73.98055267333984,40.74763488769531,-73.97931671142578,40.74978256225586,N,103
1591,id1826407,2,2016-05-29 18:00:51,2016-05-29 18:12:05,5,-73.98565673828125,40.73532104492188,-73.99972534179686,40.7508659362793,N,674
1592,id3772927,2,2016-02-11 18:53:15,2016-02-11 19:00:50,2,-73.96633911132812,40.75315856933594,-73.9593276977539,40.76673889160156,N,455
1593,id3370214,2,2016-05-20 03:55:24,2016-05-20 03:59:47,1,-73.98033142089844,40.75138092041016,-73.98247528076173,40.73931884765625,N,263
1594,id0294906,1,2016-05-06 21:58:42,2016-05-06 22:17:35,1,-73.98174285888672,40.7642936706543,-73.97345733642578,40.7382698059082,N,1133
1595,id3019548,2,2016-01-09 11:34:06,2016-01-09 11:39:08,1,-73.97423553466798,40.756790161132805,-73.95871734619139,40.76427459716797,N,302
1596,id2466703,1,2016-05-27 00:15:22,2016-05-27 00:31:57,1,-73.95420837402342,40.76441955566406,-73.98140716552734,40.73004150390625,N,995
1597,id1287942,1,2016-06-13 20:31:53,2016-06-13 20:35:45,2,-74.00540161132812,40.74589538574219,-73.99468231201173,40.74579620361328,N,232
1598,id2754572,2,2016-06-25 17:21:37,2016-06-25 17:25:41,5,-73.96134185791014,40.78036117553711,-73.95426177978516,40.77814865112305,N,244
1599,id3945886,2,2016-03-02 09:39:13,2016-03-02 09:46:04,5,-73.99117279052734,40.7329216003418,-73.99920654296875,40.720081329345696,N,411
1600,id3505043,2,2016-05-07 16:31:10,2016-05-07 16:44:18,1,-73.98794555664062,40.75973129272461,-73.96356201171875,40.774295806884766,N,788
1601,id1551292,1,2016-01-18 19:55:19,2016-01-18 20:04:07,2,-73.9537582397461,40.76358413696289,-73.9514923095703,40.782073974609375,N,528
1602,id3013776,2,2016-03-29 15:40:26,2016-03-29 15:52:00,2,-73.97964477539062,40.76088333129882,-73.97090911865233,40.756301879882805,N,694
1603,id2985214,1,2016-06-09 05:25:35,2016-06-09 05:26:54,1,-73.95013427734375,40.780006408691406,-73.95548248291014,40.776958465576165,N,79
1604,id1515631,1,2016-03-25 23:56:00,2016-03-26 00:09:52,1,-73.99981689453125,40.743457794189446,-73.96544647216798,40.754589080810554,N,832
1605,id2782862,1,2016-02-14 18:55:15,2016-02-14 19:00:52,1,-73.93033599853516,40.7615966796875,-73.91665649414062,40.76454162597656,N,337
1606,id0001881,1,2016-04-05 18:09:01,2016-04-05 18:34:57,1,-74.00816345214845,40.74051284790039,-73.98992156982422,40.71230697631836,N,1556
1607,id3169714,2,2016-05-27 12:50:32,2016-05-27 12:59:56,1,-73.99169158935547,40.738582611083984,-74.00062561035155,40.72077941894531,N,564
1608,id1710899,2,2016-04-08 23:48:32,2016-04-09 00:27:42,1,-73.9764404296875,40.76347351074219,-73.90962219238281,40.84098815917969,N,2350
1609,id2104297,2,2016-06-30 20:56:09,2016-06-30 21:00:52,1,-74.00630187988281,40.73966979980469,-73.99761199951173,40.7410888671875,N,283
1610,id0324418,2,2016-04-18 11:01:11,2016-04-18 11:52:40,1,-73.78206634521484,40.64473342895508,-73.93997955322266,40.841205596923835,N,3089
1611,id2727533,1,2016-02-11 20:53:41,2016-02-11 21:00:16,1,-73.95357513427734,40.77108001708984,-73.9599380493164,40.76248550415039,N,395
1612,id3263358,2,2016-02-06 01:39:14,2016-02-06 01:44:26,1,-73.98880004882812,40.71921920776367,-73.99162292480467,40.726810455322266,N,312
1613,id3057665,1,2016-05-20 00:04:32,2016-05-20 01:40:36,1,-73.98242950439453,40.756622314453125,-73.91590118408203,40.618385314941406,N,5764
1614,id3483574,2,2016-05-30 18:50:20,2016-05-30 19:05:08,6,-74.00849151611328,40.71648025512695,-73.99427032470702,40.72253036499024,N,888
1615,id3159347,2,2016-05-07 21:58:37,2016-05-07 22:01:55,5,-73.97315979003906,40.74422073364258,-73.97218322753906,40.75264358520508,N,198
1616,id1980917,1,2016-05-13 17:34:43,2016-05-13 17:50:20,1,-73.9537353515625,40.76728057861328,-73.98515319824217,40.73809814453125,N,937
1617,id1018810,2,2016-01-25 14:58:47,2016-01-25 15:15:14,3,-74.0017318725586,40.74198532104492,-74.01082611083984,40.704551696777344,N,987
1618,id0717835,1,2016-05-26 12:52:19,2016-05-26 13:43:45,1,-73.98591613769531,40.736003875732415,-73.78984069824217,40.64704132080078,N,3086
1619,id2244288,1,2016-02-25 01:52:08,2016-02-25 02:03:56,3,-73.99231719970702,40.71879196166992,-74.00884246826173,40.73862457275391,N,708
1620,id0753277,1,2016-01-27 22:29:31,2016-01-27 22:29:58,1,-74.20985412597656,40.81685256958008,-74.20985412597656,40.81685256958008,N,27
1621,id0008448,2,2016-01-29 20:04:54,2016-01-29 20:18:24,1,-73.99388122558594,40.7326545715332,-74.009521484375,40.71406936645508,N,810
1622,id0544521,1,2016-01-02 20:45:27,2016-01-02 20:56:31,2,-73.94542694091797,40.77410507202149,-73.96302032470702,40.76932144165039,N,664
1623,id3936105,1,2016-04-26 05:24:55,2016-04-26 05:29:45,1,-73.96570587158203,40.7652702331543,-73.95413970947266,40.76389694213867,N,290
1624,id3089596,2,2016-03-19 15:22:55,2016-03-19 15:30:52,1,-73.96394348144531,40.77022171020508,-73.9764175415039,40.75505828857422,N,477
1625,id0041995,1,2016-04-20 14:15:33,2016-04-20 14:30:56,1,-73.93914031982422,40.80509948730469,-73.96292114257811,40.80512237548828,N,923
1626,id1214345,1,2016-05-13 08:53:23,2016-05-13 08:55:39,2,-73.9996795654297,40.738574981689446,-73.99987030029298,40.74363327026367,N,136
1627,id0877508,1,2016-04-16 01:03:53,2016-04-16 01:12:43,1,-74.00645446777344,40.73963165283203,-74.00080108642578,40.728885650634766,N,530
1628,id2867913,2,2016-05-17 22:22:02,2016-05-17 22:24:21,1,-74.0019302368164,40.75083160400391,-73.99506378173827,40.76025390625,N,139
1629,id2211380,1,2016-04-24 03:38:33,2016-04-24 03:40:57,1,-73.98294830322266,40.738819122314446,-73.97589874267578,40.74654769897461,N,144
1630,id0401519,1,2016-05-11 23:27:40,2016-05-11 23:39:59,2,-73.9726333618164,40.75667190551758,-73.98423767089844,40.778030395507805,N,739
1631,id2959103,1,2016-05-31 14:06:56,2016-05-31 14:36:53,1,-74.00754547119139,40.704944610595696,-73.9715347290039,40.76561737060546,N,1797
1632,id0302042,1,2016-02-15 09:24:11,2016-02-15 09:45:06,1,-74.01506805419923,40.7159538269043,-73.97985076904298,40.76470947265625,N,1255
1633,id1546156,2,2016-05-19 21:11:13,2016-05-19 21:47:39,4,-73.99172973632812,40.74440383911133,-73.93437957763672,40.75503540039063,N,2186
1634,id0713662,1,2016-01-09 01:14:53,2016-01-09 01:18:04,1,-73.98828887939453,40.759471893310554,-73.98399353027342,40.769752502441406,N,191
1635,id1810587,1,2016-04-23 16:32:49,2016-04-23 16:36:16,1,-73.98625946044923,40.750858306884766,-73.98228454589844,40.757118225097656,N,207
1636,id2118414,2,2016-04-11 20:33:45,2016-04-11 20:51:45,1,-73.95383453369139,40.76654815673828,-73.98065948486328,40.74927520751953,N,1080
1637,id3346816,1,2016-01-10 06:38:38,2016-01-10 06:45:23,1,-73.9716567993164,40.75911712646485,-73.98202514648438,40.73924255371094,N,405
1638,id1847873,2,2016-02-08 22:36:42,2016-02-08 22:56:14,2,-73.95458984375,40.773971557617195,-74.00431823730467,40.73326110839844,N,1172
1639,id2519585,1,2016-04-16 06:25:44,2016-04-16 06:33:30,1,-73.96955108642578,40.75353240966797,-73.99003601074217,40.756961822509766,N,466
1640,id2603534,1,2016-06-10 21:33:21,2016-06-10 21:42:25,2,-73.96306610107422,40.774089813232415,-73.98020935058595,40.76749420166016,N,544
1641,id3150239,2,2016-06-16 20:47:37,2016-06-16 20:50:16,2,-73.96878051757811,40.764358520507805,-73.9645004272461,40.75798034667969,N,159
1642,id1075414,1,2016-02-08 15:53:42,2016-02-08 15:59:55,1,-73.97399139404298,40.78398132324219,-73.96548461914062,40.792022705078125,N,373
1643,id1051420,1,2016-04-10 14:53:21,2016-04-10 15:06:54,1,-73.97360229492188,40.78458786010742,-73.99212646484375,40.759326934814446,N,813
1644,id0753381,1,2016-03-21 22:22:11,2016-03-21 22:51:13,1,-74.00218200683594,40.72821044921875,-73.91627502441406,40.690723419189446,N,1742
1645,id3604983,1,2016-03-15 09:55:18,2016-03-15 10:02:41,1,-73.96955108642578,40.75323867797852,-73.97978210449217,40.74617767333984,N,443
1646,id2875770,1,2016-02-13 11:12:43,2016-02-13 11:23:35,1,-74.00035858154298,40.73760986328125,-73.98362731933594,40.72836685180664,N,652
1647,id0448011,2,2016-01-30 14:38:47,2016-01-30 14:54:05,1,-73.9642562866211,40.76087188720703,-73.99581909179686,40.76432800292969,N,918
1648,id2745579,1,2016-03-31 18:17:05,2016-03-31 18:32:47,1,-73.9705810546875,40.7622184753418,-73.98332977294923,40.74446868896485,N,942
1649,id0184392,1,2016-03-01 21:03:37,2016-03-01 21:22:23,1,-73.97496795654298,40.75288772583008,-74.00959014892578,40.72081756591797,N,1126
1650,id0629554,1,2016-05-24 14:10:42,2016-05-24 14:34:14,1,-73.95469665527342,40.7656478881836,-73.98025512695312,40.765384674072266,N,1412
1651,id2193271,1,2016-03-07 13:05:37,2016-03-07 13:21:10,2,-73.96812438964845,40.76272964477539,-73.9681167602539,40.79205322265625,N,933
1652,id3148312,1,2016-02-14 09:38:27,2016-02-14 09:43:10,1,-73.99090576171875,40.734745025634766,-74.00184631347656,40.73365020751953,N,283
1653,id3193566,2,2016-03-30 20:04:37,2016-03-30 20:18:07,1,-74.00804901123048,40.73857879638672,-73.99723052978516,40.72253036499024,N,810
1654,id0837551,2,2016-04-02 20:48:41,2016-04-02 20:54:13,1,-74.00099945068358,40.74713897705078,-74.00016784667967,40.73788833618164,N,332
1655,id3698282,2,2016-02-12 08:55:28,2016-02-12 09:11:24,1,-73.97956085205078,40.746631622314446,-73.98130798339844,40.75873947143555,N,956
1656,id1778128,2,2016-04-04 21:11:26,2016-04-04 21:16:07,2,-73.99559020996092,40.724700927734375,-73.98722076416014,40.72237777709961,N,281
1657,id2058187,2,2016-06-25 04:07:15,2016-06-25 04:40:18,6,-73.96598052978516,40.756229400634766,-73.93438720703125,40.649810791015625,N,1983
1658,id3840447,1,2016-03-04 16:11:10,2016-03-04 16:22:56,1,-73.97710418701173,40.76531219482422,-73.95265960693358,40.776660919189446,N,706
1659,id2256500,1,2016-02-07 23:39:14,2016-02-07 23:43:16,4,-73.99205780029298,40.68444061279297,-73.99293518066406,40.697509765625,N,242
1660,id2485237,1,2016-06-14 22:39:00,2016-06-14 22:44:23,1,-73.983154296875,40.770992279052734,-73.97728729248048,40.7896842956543,N,323
1661,id0565379,1,2016-02-12 22:46:00,2016-02-12 22:51:14,2,-73.9801025390625,40.74298095703125,-73.97029113769531,40.756195068359375,N,314
1662,id3229648,1,2016-05-24 11:36:28,2016-05-24 11:45:20,1,-73.94638061523438,40.77726364135742,-73.96036529541014,40.77527618408203,N,532
1663,id1038418,2,2016-02-25 07:21:45,2016-02-25 07:29:19,1,-73.99172973632812,40.75623321533203,-73.97640991210938,40.757415771484375,N,454
1664,id1850153,1,2016-01-15 19:38:13,2016-01-15 19:46:20,1,-73.98244476318358,40.762115478515625,-73.99482727050781,40.76045608520508,N,487
1665,id1257977,2,2016-05-04 20:23:40,2016-05-04 20:40:57,6,-74.0077133178711,40.704944610595696,-73.9473876953125,40.77557373046875,N,1037
1666,id0923414,2,2016-02-25 07:17:27,2016-02-25 07:23:35,1,-73.95863342285155,40.800819396972656,-73.95306396484375,40.81411361694336,N,368
1667,id3077077,2,2016-05-04 07:02:19,2016-05-04 07:09:26,1,-73.97812652587889,40.752349853515625,-73.99439239501953,40.75012969970703,N,427
1668,id2077985,2,2016-04-12 21:43:25,2016-04-12 21:54:33,2,-73.97840118408203,40.76366424560546,-73.98639678955078,40.736175537109375,N,668
1669,id0617119,2,2016-01-17 11:00:47,2016-01-17 11:10:27,2,-73.93793487548828,40.81233978271485,-73.95462036132812,40.777847290039055,N,580
1670,id0859652,1,2016-03-07 22:27:47,2016-03-07 22:43:24,1,-73.87458038330078,40.77416229248047,-73.99388122558594,40.72056579589844,N,937
1671,id2134177,1,2016-06-04 12:43:38,2016-06-04 12:44:55,1,-73.9656753540039,40.8052864074707,-73.96357727050781,40.80621337890625,N,77
1672,id1749339,2,2016-05-11 11:54:06,2016-05-11 12:00:08,1,-73.98018646240233,40.77898025512695,-73.98406219482422,40.77070999145508,N,362
1673,id3986622,2,2016-02-25 23:34:19,2016-02-25 23:38:55,6,-73.99874114990233,40.724239349365234,-74.00534057617188,40.71524810791016,N,276
1674,id1880555,2,2016-05-26 20:36:52,2016-05-26 21:09:47,5,-74.00505828857422,40.72297668457031,-73.97772216796875,40.79147338867188,N,1975
1675,id0864265,1,2016-01-28 18:31:19,2016-01-28 18:58:43,2,-73.99860382080078,40.76081848144531,-73.98979949951173,40.71890640258789,N,1644
1676,id1044534,2,2016-03-31 21:22:20,2016-03-31 21:36:07,2,-73.97142028808595,40.75693130493164,-73.97924041748048,40.789920806884766,N,827
1677,id0077828,2,2016-03-07 21:37:08,2016-03-07 21:41:44,5,-73.95774078369139,40.785171508789055,-73.9690933227539,40.76953887939453,N,276
1678,id3017112,1,2016-06-02 19:53:00,2016-06-02 20:01:20,2,-73.9866714477539,40.73283004760742,-74.00090026855469,40.7294807434082,N,500
1679,id3229838,1,2016-05-20 08:10:59,2016-05-20 08:20:15,1,-73.99468994140625,40.734722137451165,-73.9828109741211,40.74521255493164,N,556
1680,id3773505,2,2016-01-16 00:48:59,2016-01-16 01:03:56,4,-73.9887466430664,40.72256088256836,-73.99107360839844,40.74987030029297,N,897
1681,id0501198,1,2016-05-22 14:57:41,2016-05-22 15:08:39,1,-73.97799682617188,40.78653335571289,-73.94842529296875,40.784934997558594,N,658
1682,id1694064,2,2016-06-06 23:35:36,2016-06-06 23:42:21,2,-73.9990005493164,40.74460983276367,-74.00343322753906,40.7277717590332,N,405
1683,id1435811,2,2016-06-06 17:02:36,2016-06-06 17:12:53,1,-73.9895782470703,40.75270080566406,-74.00924682617188,40.71527099609375,N,617
1684,id3503814,2,2016-01-22 14:35:14,2016-01-22 14:52:16,2,-73.95492553710938,40.7890853881836,-73.95580291748048,40.772357940673835,N,1022
1685,id1442965,1,2016-03-30 15:54:40,2016-03-30 16:29:15,2,-73.97154235839844,40.7635498046875,-73.87216186523438,40.7742919921875,N,2075
1686,id1349840,1,2016-01-10 19:08:04,2016-01-10 19:13:46,1,-73.9427719116211,40.79426574707031,-73.942138671875,40.809688568115234,N,342
1687,id1673792,1,2016-06-15 00:23:52,2016-06-15 00:48:45,1,-73.98103332519531,40.72110748291016,-73.89634704589844,40.705123901367195,N,1493
1688,id2248179,1,2016-06-06 22:29:58,2016-06-06 22:45:15,1,-74.00511932373048,40.71908950805664,-73.96807098388672,40.68888854980469,N,917
1689,id1435090,2,2016-03-19 15:01:24,2016-03-19 15:13:21,4,-74.00052642822266,40.732181549072266,-73.98744201660156,40.7589111328125,N,717
1690,id0069907,1,2016-04-12 06:05:04,2016-04-12 06:07:38,1,-73.98193359375,40.75774383544922,-73.9902801513672,40.76156997680664,N,154
1691,id3456526,2,2016-05-07 04:11:52,2016-05-07 04:21:05,2,-73.95012664794923,40.78403472900391,-73.97996520996092,40.76080322265625,N,553
1692,id1201071,1,2016-01-25 17:37:32,2016-01-25 17:49:58,2,-73.97974395751953,40.77119827270508,-73.97149658203125,40.787647247314446,N,746
1693,id3428414,2,2016-03-09 16:56:02,2016-03-09 17:09:13,1,-73.99752044677734,40.72243881225586,-74.0022964477539,40.747779846191406,N,791
1694,id2994610,2,2016-03-12 18:58:47,2016-03-12 19:23:33,6,-74.00211334228516,40.7506103515625,-74.00544738769531,40.71998977661133,N,1486
1695,id1261506,2,2016-01-04 08:45:43,2016-01-04 08:57:27,2,-73.98686981201173,40.736846923828125,-73.97209167480467,40.7596435546875,N,704
1696,id1319576,1,2016-01-17 17:02:15,2016-01-17 17:17:38,1,-73.95841979980467,40.7833251953125,-73.98533630371094,40.77049255371094,N,923
1697,id0106612,1,2016-05-18 17:43:33,2016-05-18 17:57:00,1,-73.97439575195312,40.763378143310554,-73.95270538330078,40.7683219909668,N,807
1698,id0431388,2,2016-01-21 20:25:33,2016-01-21 20:38:26,1,-73.98023223876953,40.7429084777832,-73.96807861328125,40.756301879882805,N,773
1699,id2603152,2,2016-06-03 13:04:08,2016-06-03 13:33:43,1,-73.97746276855469,40.757843017578125,-73.87268829345702,40.77448272705078,N,1775
1700,id2947100,2,2016-01-05 18:11:50,2016-01-05 18:22:15,1,-74.01138305664062,40.70328521728516,-73.97724151611328,40.73404693603516,N,625
1701,id2279548,2,2016-06-02 21:04:21,2016-06-02 21:09:46,1,-73.9541015625,40.77047729492188,-73.95793151855469,40.78202819824219,N,325
1702,id3514507,2,2016-01-04 13:32:22,2016-01-04 13:51:39,1,-73.98992156982422,40.75621032714844,-73.94923400878906,40.77101516723633,N,1157
1703,id1161259,2,2016-05-27 20:39:45,2016-05-27 20:47:42,2,-73.99147033691406,40.74969100952149,-73.98374938964845,40.74991989135742,N,477
1704,id0278886,2,2016-06-16 22:06:27,2016-06-16 22:10:05,2,-73.99626922607422,40.738380432128906,-73.99041748046875,40.74913787841797,N,218
1705,id1947952,2,2016-04-15 21:40:13,2016-04-15 22:18:46,1,-73.79019927978516,40.64379119873047,-73.87174224853516,40.729000091552734,N,2313
1706,id0573172,2,2016-02-16 15:50:53,2016-02-16 16:09:31,2,-73.96490478515625,40.76643371582031,-73.98534393310547,40.7496223449707,N,1118
1707,id2273224,1,2016-02-21 09:49:04,2016-02-21 09:57:51,1,-73.98246002197266,40.76833724975586,-73.9940185546875,40.769729614257805,N,527
1708,id0501634,2,2016-06-10 09:35:50,2016-06-10 09:39:36,2,-73.98329162597656,40.73474884033203,-73.99150848388672,40.72697830200195,N,226
1709,id2191547,1,2016-05-22 01:26:46,2016-05-22 01:28:59,1,-73.98294067382812,40.771671295166016,-73.98866271972656,40.76403045654297,N,133
1710,id1010304,2,2016-06-02 19:00:49,2016-06-02 19:12:25,6,-73.98729705810547,40.74959182739258,-73.96613311767578,40.75399017333984,N,696
1711,id3938950,1,2016-03-20 08:56:23,2016-03-20 09:02:22,1,-73.98163604736328,40.778633117675774,-73.9662857055664,40.80408477783203,N,359
1712,id0158328,2,2016-02-04 11:00:44,2016-02-04 11:09:50,1,-74.01171875,40.70378875732422,-74.01227569580078,40.7138786315918,N,546
1713,id1652144,1,2016-06-27 12:24:54,2016-06-27 12:31:26,1,-73.97415161132812,40.7314682006836,-74.00453186035155,40.70708465576172,N,392
1714,id0082224,1,2016-01-07 10:26:41,2016-01-07 10:42:35,1,-73.96527099609375,40.754985809326165,-74.0138168334961,40.71354675292969,N,954
1715,id1558123,2,2016-06-05 18:09:42,2016-06-05 18:13:32,1,-73.95354461669923,40.77950286865234,-73.93975830078125,40.794376373291016,N,230
1716,id2403350,2,2016-01-30 20:44:37,2016-01-30 21:11:52,1,-73.7835693359375,40.6486701965332,-73.93600463867188,40.69747161865234,N,1635
1717,id1297383,1,2016-05-06 23:59:25,2016-05-07 00:50:42,1,-74.00577545166014,40.73308563232422,-73.81344604492188,40.71044921875,N,3077
1718,id2509513,1,2016-02-12 15:20:26,2016-02-12 16:11:35,1,-73.8709487915039,40.77381134033203,-74.00821685791014,40.73392105102539,N,3069
1719,id1721766,2,2016-06-18 11:40:57,2016-06-18 11:52:45,1,-73.9722900390625,40.76325607299805,-73.98485565185547,40.74826431274414,N,708
1720,id1032450,1,2016-04-20 17:59:16,2016-04-20 18:05:09,1,-73.97948455810547,40.78433990478516,-73.982177734375,40.77096557617188,N,353
1721,id3163239,2,2016-03-14 13:51:47,2016-03-14 14:01:33,1,-73.98865509033203,40.76901626586913,-73.97940826416014,40.759422302246094,N,586
1722,id3170174,2,2016-04-21 10:51:22,2016-04-21 11:28:20,6,-73.96656799316406,40.77342987060546,-74.00225830078125,40.74871826171875,N,2218
1723,id3913020,1,2016-01-12 21:01:42,2016-01-12 21:03:43,1,-73.95555877685547,40.76847839355469,-73.94889068603516,40.7776756286621,N,121
